Order_Id,Custumer_Id ,Sales_Date,Sales_Month,Product,Product_Category,Quantity_Sold ,Unit_Price ,Discount(%),Total_Revenue,Sales_Region ,Revenue_per _sales
1533,1922,2024-03-27,Mar-24,Shoes,Clothing,1,"$133,015.68",0%,"$1,092,992.90",Abuja,"$1,092,992.90"
1534,1748,2025-08-08,Aug-25,Shirt,Clothing,3,"$133,102.42",0%,"$1,093,706.10",Lagos,"$364,568.70"
1535,1263,2024-10-25,Oct-24,Headphones,Accessories,4,"$133,189.16",0%,"$1,094,419.30",Kano,"$273,604.83"
1536,1138,2024-02-13,Feb-24,Shirt,Clothing,1,"$133,275.90",10%,"$1,095,132.50",Abuja,"$1,095,132.50"
1537,1105,2024-04-07,Apr-24,Shirt,Clothing,2,"$133,362.64",5%,"$1,095,845.70",Abuja,"$547,922.85"
1538,1671,2025-03-16,Mar-25,Shoes,Clothing,2,"$133,449.38",0%,"$1,096,558.90",Kano,"$548,279.45"
1539,1161,2023-11-28,Nov-23,Tv,Electronics,2,"$133,536.12",0%,"$1,097,272.10",Port Harcourt,"$548,636.05"
1540,1931,2025-05-16,May-25,Phone,Electronics,3,"$133,622.86",10%,"$1,097,985.30",Port Harcourt,"$365,995.10"
1541,1209,2025-03-28,Mar-25,Phone,Electronics,5,"$133,709.60",10%,"$1,098,698.50",Abuja,"$219,739.70"
1542,1700,2025-01-10,Jan-25,Shirt,Clothing,5,"$133,796.34",0%,"$1,099,411.70",Port Harcourt,"$219,882.34"
1543,1046,2024-09-26,Sep-24,Shirt,Clothing,3,"$133,883.08",0%,"$1,100,124.90",Lagos,"$366,708.30"
1544,1735,2024-12-30,Dec-24,Bag,Accessories,4,"$133,969.82",0%,"$1,100,838.10",Kano,"$275,209.53"
1545,1826,2024-11-17,Nov-24,Tv,Electronics,1,"$134,056.56",5%,"$1,101,551.30",Kano,"$1,101,551.30"
1546,1492,2025-08-22,Aug-25,Shoes,Clothing,1,"$134,143.30",10%,"$1,102,264.50",Abuja,"$1,102,264.50"
1547,1709,2024-06-26,Jun-24,Tv,Electronics,3,"$134,230.04",0%,"$1,102,977.70",Abuja,"$367,659.23"
1548,1982,2024-07-18,Jul-24,Watch,Accessories,4,"$134,316.78",0%,"$1,103,690.90",Abuja,"$275,922.73"
1549,1280,2025-02-08,Feb-25,Laptop,Electronics,4,"$134,403.52",5%,"$1,104,404.10",Lagos,"$276,101.03"
1550,1028,2024-07-26,Jul-24,Phone,Electronics,1,"$134,490.26",0%,"$1,105,117.30",Abuja,"$1,105,117.30"
1551,1588,2024-08-28,Aug-24,Bag,Accessories,2,"$134,577.00",0%,"$1,105,830.50",Abuja,"$552,915.25"
1552,1019,2023-12-25,Dec-23,Watch,Accessories,4,"$134,663.74",0%,"$1,106,543.70",Abuja,"$276,635.93"
1553,1835,2024-10-18,Oct-24,Laptop,Electronics,4,"$134,750.48",0%,"$1,107,256.90",Abuja,"$276,814.23"
1554,1872,2024-02-19,Feb-24,Shoes,Clothing,1,"$134,837.22",10%,"$1,107,970.10",Lagos,"$1,107,970.10"
1555,1903,2023-10-03,Oct-23,Shirt,Clothing,1,"$134,923.96",10%,"$1,108,683.30",Kano,"$1,108,683.30"
1556,1853,2024-11-17,Nov-24,Shirt,Clothing,4,"$135,010.70",0%,"$1,109,396.50",Lagos,"$277,349.13"
1557,1023,2025-06-19,Jun-25,Headphones,Accessories,5,"$135,097.44",5%,"$1,110,109.70",Abuja,"$222,021.94"
1558,1801,2024-06-02,Jun-24,Watch,Accessories,3,"$135,184.18",5%,"$1,110,822.90",Abuja,"$370,274.30"
1559,1604,2025-07-13,Jul-25,Headphones,Accessories,4,"$135,270.92",0%,"$1,111,536.10",Abuja,"$277,884.03"
1560,1577,2025-04-24,Apr-25,Laptop,Electronics,5,"$135,357.66",5%,"$1,112,249.30",Abuja,"$222,449.86"
1561,1394,2024-09-18,Sep-24,Shoes,Clothing,4,"$135,444.40",5%,"$1,112,962.50",Abuja,"$278,240.63"
1562,1818,2025-05-24,May-25,Headphones,Accessories,5,"$135,531.14",0%,"$1,113,675.70",Kano,"$222,735.14"
1563,1065,2025-06-26,Jun-25,Headphones,Accessories,2,"$135,617.88",0%,"$1,114,388.90",Kano,"$557,194.45"
1564,1004,2025-01-01,Jan-25,Shirt,Clothing,1,"$135,704.62",10%,"$1,115,102.10",Port Harcourt,"$1,115,102.10"
1565,1761,2023-11-30,Nov-23,Watch,Accessories,4,"$135,791.36",0%,"$1,115,815.30",Abuja,"$278,953.83"
1566,1242,2025-03-09,Mar-25,Shirt,Clothing,1,"$135,878.10",10%,"$1,116,528.50",Abuja,"$1,116,528.50"
1567,1377,2024-01-21,Jan-24,Watch,Accessories,3,"$135,964.84",0%,"$1,117,241.70",Kano,"$372,413.90"
1568,1444,2025-04-06,Apr-25,Laptop,Electronics,4,"$136,051.58",10%,"$1,117,954.90",Lagos,"$279,488.73"
1569,1400,2025-01-17,Jan-25,Shoes,Clothing,5,"$136,138.32",5%,"$1,118,668.10",Port Harcourt,"$223,733.62"
1570,1075,2025-06-28,Jun-25,Bag,Accessories,5,"$136,225.06",10%,"$1,119,381.30",Abuja,"$223,876.26"
1571,1220,2025-04-22,Apr-25,Watch,Accessories,5,"$136,311.80",0%,"$1,120,094.50",Abuja,"$224,018.90"
1572,1187,2025-03-18,Mar-25,Shoes,Clothing,5,"$136,398.54",5%,"$1,120,807.70",Abuja,"$224,161.54"
1573,1873,2024-03-31,Mar-24,Tv,Electronics,1,"$136,485.28",10%,"$1,121,520.90",Port Harcourt,"$1,121,520.90"
1574,1681,2023-11-30,Nov-23,Tv,Electronics,5,"$136,572.02",0%,"$1,122,234.10",Abuja,"$224,446.82"
1575,1898,2023-11-06,Nov-23,Phone,Electronics,5,"$136,658.76",10%,"$1,122,947.30",Port Harcourt,"$224,589.46"
1576,1845,2025-06-25,Jun-25,Tv,Electronics,4,"$136,745.50",0%,"$1,123,660.50",Lagos,"$280,915.13"
1577,1786,2024-10-24,Oct-24,Shirt,Clothing,5,"$136,832.24",5%,"$1,124,373.70",Port Harcourt,"$224,874.74"
1578,1809,2023-10-10,Oct-23,Shirt,Clothing,2,"$136,918.98",0%,"$1,125,086.90",Kano,"$562,543.45"
1579,1662,2023-09-18,Sep-23,Shoes,Clothing,4,"$137,005.72",0%,"$1,125,800.10",Lagos,"$281,450.03"
1580,1746,2023-09-24,Sep-23,Headphones,Accessories,5,"$137,092.46",5%,"$1,126,513.30",Lagos,"$225,302.66"
1581,1548,2024-08-30,Aug-24,Laptop,Electronics,5,"$137,179.20",0%,"$1,127,226.50",Lagos,"$225,445.30"
1582,1683,2025-03-11,Mar-25,Watch,Accessories,2,"$137,265.94",10%,"$1,127,939.70",Lagos,"$563,969.85"
1583,1448,2025-04-29,Apr-25,Shoes,Clothing,2,"$137,352.68",5%,"$1,128,652.90",Port Harcourt,"$564,326.45"
1584,1635,2024-03-21,Mar-24,Shirt,Clothing,3,"$137,439.42",10%,"$1,129,366.10",Lagos,"$376,455.37"
1585,1473,2025-08-20,Aug-25,Phone,Electronics,5,"$137,526.16",10%,"$1,130,079.30",Abuja,"$226,015.86"
1586,1565,2024-08-11,Aug-24,Bag,Accessories,1,"$137,612.90",10%,"$1,130,792.50",Abuja,"$1,130,792.50"
1587,1654,2025-06-11,Jun-25,Laptop,Electronics,5,"$137,699.64",0%,"$1,131,505.70",Abuja,"$226,301.14"
1588,1630,2024-01-02,Jan-24,Shirt,Clothing,2,"$137,786.38",10%,"$1,132,218.90",Abuja,"$566,109.45"
1589,1589,2025-03-09,Mar-25,Watch,Accessories,5,"$137,873.12",0%,"$1,132,932.10",Abuja,"$226,586.42"
1590,1790,2024-03-13,Mar-24,Headphones,Accessories,5,"$137,959.86",0%,"$1,133,645.30",Abuja,"$226,729.06"
1591,1580,2024-11-16,Nov-24,Bag,Accessories,2,"$138,046.60",0%,"$1,134,358.50",Abuja,"$567,179.25"
1592,1421,2023-12-24,Dec-23,Tv,Electronics,4,"$138,133.34",0%,"$1,135,071.70",Lagos,"$283,767.93"
1593,1456,2024-04-29,Apr-24,Tv,Electronics,4,"$138,220.08",5%,"$1,135,784.90",Abuja,"$283,946.23"
1594,1871,2024-07-23,Jul-24,Tv,Electronics,3,"$138,306.82",5%,"$1,136,498.10",Abuja,"$378,832.70"
1595,1439,2024-06-24,Jun-24,Headphones,Accessories,1,"$138,393.56",0%,"$1,137,211.30",Abuja,"$1,137,211.30"
1596,1023,2025-07-20,Jul-25,Tv,Electronics,1,"$138,480.30",5%,"$1,137,924.50",Abuja,"$1,137,924.50"
1597,1955,2024-06-13,Jun-24,Shirt,Clothing,4,"$138,567.04",0%,"$1,138,637.70",Lagos,"$284,659.43"
1598,1485,2025-05-25,May-25,Shirt,Clothing,2,"$138,653.78",10%,"$1,139,350.90",Abuja,"$569,675.45"
1599,1823,2024-02-04,Feb-24,Shirt,Clothing,1,"$138,740.52",10%,"$1,140,064.10",Abuja,"$1,140,064.10"
1600,1403,2023-11-10,Nov-23,Shoes,Clothing,2,"$138,827.26",0%,"$1,140,777.30",Abuja,"$570,388.65"
1601,1705,2024-10-15,Oct-24,Watch,Accessories,4,"$138,914.00",0%,"$1,141,490.50",Lagos,"$285,372.63"
1602,1099,2024-10-05,Oct-24,Watch,Accessories,1,"$139,000.74",0%,"$1,142,203.70",Lagos,"$1,142,203.70"
1603,1364,2025-06-26,Jun-25,Watch,Accessories,5,"$139,087.48",0%,"$1,142,916.90",Abuja,"$228,583.38"
1604,1873,2024-04-05,Apr-24,Shirt,Clothing,1,"$139,174.22",0%,"$1,143,630.10",Abuja,"$1,143,630.10"
1605,1307,2025-03-18,Mar-25,Bag,Accessories,2,"$139,260.96",0%,"$1,144,343.30",Abuja,"$572,171.65"
1606,1790,2025-03-01,Mar-25,Shoes,Clothing,2,"$139,347.70",5%,"$1,145,056.50",Lagos,"$572,528.25"
1607,1431,2024-04-08,Apr-24,Watch,Accessories,1,"$139,434.44",0%,"$1,145,769.70",Port Harcourt,"$1,145,769.70"
1608,1269,2025-05-07,May-25,Shoes,Clothing,5,"$139,521.18",0%,"$1,146,482.90",Lagos,"$229,296.58"
1609,1146,2025-06-20,Jun-25,Bag,Accessories,4,"$139,607.92",10%,"$1,147,196.10",Lagos,"$286,799.03"
1610,1575,2024-02-13,Feb-24,Watch,Accessories,1,"$139,694.66",0%,"$1,147,909.30",Abuja,"$1,147,909.30"
1611,1586,2024-08-10,Aug-24,Bag,Accessories,1,"$139,781.40",5%,"$1,148,622.50",Abuja,"$1,148,622.50"
1612,1160,2025-08-31,Aug-25,Laptop,Electronics,2,"$139,868.14",0%,"$1,149,335.70",Lagos,"$574,667.85"
1613,1009,2023-09-28,Sep-23,Shoes,Clothing,3,"$139,954.88",10%,"$1,150,048.90",Abuja,"$383,349.63"
1614,1074,2025-09-14,Sep-25,Laptop,Electronics,3,"$140,041.62",0%,"$1,150,762.10",Kano,"$383,587.37"
1615,1040,2024-06-11,Jun-24,Headphones,Accessories,2,"$140,128.36",5%,"$1,151,475.30",Kano,"$575,737.65"
1616,1058,2025-02-19,Feb-25,Headphones,Accessories,5,"$140,215.10",5%,"$1,152,188.50",Kano,"$230,437.70"
1617,1253,2025-06-30,Jun-25,Shoes,Clothing,5,"$140,301.84",5%,"$1,152,901.70",Abuja,"$230,580.34"
1618,1656,2024-04-24,Apr-24,Shoes,Clothing,3,"$140,388.58",0%,"$1,153,614.90",Port Harcourt,"$384,538.30"
1619,1524,2025-02-04,Feb-25,Tv,Electronics,1,"$140,475.32",10%,"$1,154,328.10",Port Harcourt,"$1,154,328.10"
1620,1191,2025-09-04,Sep-25,Laptop,Electronics,4,"$140,562.06",0%,"$1,155,041.30",Abuja,"$288,760.33"
1621,1300,2025-07-02,Jul-25,Phone,Electronics,1,"$140,648.80",0%,"$1,155,754.50",Abuja,"$1,155,754.50"
1622,1681,2024-06-25,Jun-24,Laptop,Electronics,1,"$140,735.54",0%,"$1,156,467.70",Port Harcourt,"$1,156,467.70"
1623,1138,2025-06-12,Jun-25,Shirt,Clothing,5,"$140,822.28",5%,"$1,157,180.90",Lagos,"$231,436.18"
1624,1921,2025-05-09,May-25,Laptop,Electronics,2,"$140,909.02",0%,"$1,157,894.10",Lagos,"$578,947.05"
1625,1107,2025-05-19,May-25,Headphones,Accessories,2,"$140,995.76",5%,"$1,158,607.30",Abuja,"$579,303.65"
1626,1664,2024-04-17,Apr-24,Watch,Accessories,4,"$141,082.50",0%,"$1,159,320.50",Abuja,"$289,830.13"
1627,1934,2024-02-04,Feb-24,Shirt,Clothing,1,"$141,169.24",0%,"$1,160,033.70",Lagos,"$1,160,033.70"
1628,1093,2024-05-05,May-24,Laptop,Electronics,1,"$141,255.98",0%,"$1,160,746.90",Abuja,"$1,160,746.90"
1629,1454,2024-08-19,Aug-24,Tv,Electronics,5,"$141,342.72",5%,"$1,161,460.10",Kano,"$232,292.02"
1630,1955,2025-06-18,Jun-25,Laptop,Electronics,1,"$141,429.46",5%,"$1,162,173.30",Abuja,"$1,162,173.30"
1631,1809,2025-06-16,Jun-25,Phone,Electronics,5,"$141,516.20",0%,"$1,162,886.50",Abuja,"$232,577.30"
1632,1897,2024-07-19,Jul-24,Shoes,Clothing,4,"$141,602.94",0%,"$1,163,599.70",Kano,"$290,899.93"
1633,1328,2024-03-19,Mar-24,Laptop,Electronics,3,"$141,689.68",5%,"$1,164,312.90",Port Harcourt,"$388,104.30"
1634,1044,2025-03-03,Mar-25,Shoes,Clothing,1,"$141,776.42",10%,"$1,165,026.10",Lagos,"$1,165,026.10"
1635,1312,2024-08-05,Aug-24,Phone,Electronics,2,"$141,863.16",0%,"$1,165,739.30",Abuja,"$582,869.65"
1636,1026,2024-05-11,May-24,Shirt,Clothing,2,"$141,949.90",0%,"$1,166,452.50",Abuja,"$583,226.25"
1637,1109,2025-01-19,Jan-25,Watch,Accessories,5,"$142,036.64",0%,"$1,167,165.70",Lagos,"$233,433.14"
1638,1215,2025-01-01,Jan-25,Shirt,Clothing,1,"$142,123.38",0%,"$1,167,878.90",Port Harcourt,"$1,167,878.90"
1639,1777,2024-02-22,Feb-24,Watch,Accessories,5,"$142,210.12",0%,"$1,168,592.10",Abuja,"$233,718.42"
1640,1457,2024-03-28,Mar-24,Bag,Accessories,1,"$142,296.86",0%,"$1,169,305.30",Lagos,"$1,169,305.30"
1641,1638,2025-04-11,Apr-25,Laptop,Electronics,5,"$142,383.60",0%,"$1,170,018.50",Lagos,"$234,003.70"
1642,1666,2024-02-06,Feb-24,Shirt,Clothing,2,"$142,470.34",0%,"$1,170,731.70",Lagos,"$585,365.85"
1643,1607,2023-10-15,Oct-23,Shoes,Clothing,2,"$142,557.08",5%,"$1,171,444.90",Abuja,"$585,722.45"
1644,1604,2024-03-05,Mar-24,Laptop,Electronics,4,"$142,643.82",10%,"$1,172,158.10",Port Harcourt,"$293,039.53"
1645,1381,2023-09-30,Sep-23,Bag,Accessories,1,"$142,730.56",0%,"$1,172,871.30",Abuja,"$1,172,871.30"
1646,1318,2024-03-06,Mar-24,Phone,Electronics,2,"$142,817.30",0%,"$1,173,584.50",Lagos,"$586,792.25"
1647,1651,2024-05-12,May-24,Shirt,Clothing,3,"$142,904.04",0%,"$1,174,297.70",Kano,"$391,432.57"
1648,1552,2024-01-05,Jan-24,Shoes,Clothing,3,"$142,990.78",10%,"$1,175,010.90",Abuja,"$391,670.30"
1649,1826,2024-01-12,Jan-24,Shoes,Clothing,5,"$143,077.52",0%,"$1,175,724.10",Lagos,"$235,144.82"
1650,1109,2024-03-03,Mar-24,Laptop,Electronics,3,"$143,164.26",10%,"$1,176,437.30",Kano,"$392,145.77"
1651,1030,2023-11-27,Nov-23,Laptop,Electronics,5,"$143,251.00",10%,"$1,177,150.50",Port Harcourt,"$235,430.10"
1652,1300,2024-11-14,Nov-24,Headphones,Accessories,5,"$143,337.74",5%,"$1,177,863.70",Kano,"$235,572.74"
1653,1828,2025-06-06,Jun-25,Bag,Accessories,3,"$143,424.48",0%,"$1,178,576.90",Lagos,"$392,858.97"
1654,1661,2025-06-02,Jun-25,Tv,Electronics,1,"$143,511.22",0%,"$1,179,290.10",Abuja,"$1,179,290.10"
1655,1090,2024-10-13,Oct-24,Phone,Electronics,2,"$143,597.96",10%,"$1,180,003.30",Kano,"$590,001.65"
1656,1861,2025-05-29,May-25,Laptop,Electronics,1,"$143,684.70",0%,"$1,180,716.50",Abuja,"$1,180,716.50"
1657,1750,2024-04-06,Apr-24,Shoes,Clothing,4,"$143,771.44",0%,"$1,181,429.70",Lagos,"$295,357.43"
1658,1243,2025-06-29,Jun-25,Shoes,Clothing,1,"$143,858.18",0%,"$1,182,142.90",Kano,"$1,182,142.90"
1659,1316,2025-08-17,Aug-25,Phone,Electronics,3,"$143,944.92",10%,"$1,182,856.10",Lagos,"$394,285.37"
1660,1511,2025-01-30,Jan-25,Tv,Electronics,4,"$144,031.66",0%,"$1,183,569.30",Lagos,"$295,892.33"
1661,1795,2024-05-09,May-24,Laptop,Electronics,2,"$144,118.40",10%,"$1,184,282.50",Lagos,"$592,141.25"
1662,1427,2025-05-22,May-25,Shirt,Clothing,1,"$144,205.14",10%,"$1,184,995.70",Kano,"$1,184,995.70"
1663,1444,2024-05-03,May-24,Tv,Electronics,1,"$144,291.88",0%,"$1,185,708.90",Abuja,"$1,185,708.90"
1664,1752,2025-01-07,Jan-25,Headphones,Accessories,3,"$144,378.62",0%,"$1,186,422.10",Abuja,"$395,474.03"
1665,1527,2024-07-09,Jul-24,Shoes,Clothing,4,"$144,465.36",0%,"$1,187,135.30",Kano,"$296,783.83"
1666,1594,2025-09-09,Sep-25,Phone,Electronics,2,"$144,552.10",0%,"$1,187,848.50",Kano,"$593,924.25"
1667,1998,2025-07-05,Jul-25,Bag,Accessories,2,"$144,638.84",0%,"$1,188,561.70",Kano,"$594,280.85"
1668,1499,2024-09-22,Sep-24,Tv,Electronics,4,"$144,725.58",0%,"$1,189,274.90",Lagos,"$297,318.73"
1669,1781,2024-08-29,Aug-24,Phone,Electronics,5,"$144,812.32",10%,"$1,189,988.10",Abuja,"$237,997.62"
1670,1815,2025-03-08,Mar-25,Bag,Accessories,2,"$144,899.06",5%,"$1,190,701.30",Kano,"$595,350.65"
1671,1039,2024-09-20,Sep-24,Bag,Accessories,4,"$144,985.80",0%,"$1,191,414.50",Kano,"$297,853.63"
1672,1660,2024-01-08,Jan-24,Laptop,Electronics,5,"$145,072.54",5%,"$1,192,127.70",Abuja,"$238,425.54"
1673,1663,2023-10-28,Oct-23,Phone,Electronics,5,"$145,159.28",0%,"$1,192,840.90",Abuja,"$238,568.18"
1674,1374,2025-01-26,Jan-25,Bag,Accessories,2,"$145,246.02",0%,"$1,193,554.10",Port Harcourt,"$596,777.05"
1675,1094,2023-12-21,Dec-23,Bag,Accessories,3,"$145,332.76",0%,"$1,194,267.30",Abuja,"$398,089.10"
1676,1670,2024-03-31,Mar-24,Tv,Electronics,4,"$145,419.50",10%,"$1,194,980.50",Lagos,"$298,745.13"
1677,1081,2024-08-27,Aug-24,Headphones,Accessories,1,"$145,506.24",0%,"$1,195,693.70",Kano,"$1,195,693.70"
1678,1721,2025-04-16,Apr-25,Bag,Accessories,5,"$145,592.98",0%,"$1,196,406.90",Kano,"$239,281.38"
1679,1468,2023-09-28,Sep-23,Watch,Accessories,3,"$145,679.72",0%,"$1,197,120.10",Lagos,"$399,040.03"
1680,1785,2025-07-12,Jul-25,Shoes,Clothing,1,"$145,766.46",0%,"$1,197,833.30",Lagos,"$1,197,833.30"
1681,1617,2024-04-14,Apr-24,Tv,Electronics,4,"$145,853.20",0%,"$1,198,546.50",Abuja,"$299,636.63"
1682,1478,2023-10-05,Oct-23,Watch,Accessories,2,"$145,939.94",0%,"$1,199,259.70",Lagos,"$599,629.85"
1683,1907,2024-02-10,Feb-24,Headphones,Accessories,2,"$146,026.68",0%,"$1,199,972.90",Port Harcourt,"$599,986.45"
1684,1993,2023-11-07,Nov-23,Tv,Electronics,4,"$146,113.42",10%,"$1,200,686.10",Abuja,"$300,171.53"
1685,1652,2023-09-23,Sep-23,Watch,Accessories,3,"$146,200.16",0%,"$1,201,399.30",Abuja,"$400,466.43"
1686,1044,2024-05-14,May-24,Phone,Electronics,4,"$146,286.90",0%,"$1,202,112.50",Abuja,"$300,528.13"
1687,1543,2024-09-21,Sep-24,Bag,Accessories,3,"$146,373.64",0%,"$1,202,825.70",Abuja,"$400,941.90"
1688,1190,2024-01-27,Jan-24,Headphones,Accessories,5,"$146,460.38",0%,"$1,203,538.90",Lagos,"$240,707.78"
1689,1538,2025-04-02,Apr-25,Headphones,Accessories,4,"$146,547.12",5%,"$1,204,252.10",Kano,"$301,063.03"
1690,1957,2025-02-03,Feb-25,Bag,Accessories,4,"$146,633.86",5%,"$1,204,965.30",Lagos,"$301,241.33"
1691,1505,2024-11-29,Nov-24,Shoes,Clothing,3,"$146,720.60",5%,"$1,205,678.50",Port Harcourt,"$401,892.83"
1692,1556,2024-03-31,Mar-24,Phone,Electronics,1,"$146,807.34",0%,"$1,206,391.70",Abuja,"$1,206,391.70"
1693,1091,2025-06-10,Jun-25,Laptop,Electronics,5,"$146,894.08",0%,"$1,207,104.90",Lagos,"$241,420.98"
1694,1356,2025-01-12,Jan-25,Headphones,Accessories,2,"$146,980.82",10%,"$1,207,818.10",Abuja,"$603,909.05"
1695,1488,2023-11-18,Nov-23,Phone,Electronics,3,"$147,067.56",5%,"$1,208,531.30",Abuja,"$402,843.77"
1696,1321,2023-12-16,Dec-23,Headphones,Accessories,1,"$147,154.30",5%,"$1,209,244.50",Abuja,"$1,209,244.50"
1697,1734,2025-09-12,Sep-25,Shirt,Clothing,1,"$147,241.04",0%,"$1,209,957.70",Lagos,"$1,209,957.70"
1698,1915,2024-07-16,Jul-24,Laptop,Electronics,3,"$147,327.78",0%,"$1,210,670.90",Lagos,"$403,556.97"
1699,1748,2024-05-24,May-24,Tv,Electronics,2,"$147,414.52",0%,"$1,211,384.10",Lagos,"$605,692.05"
1700,1313,2024-08-31,Aug-24,Headphones,Accessories,4,"$147,501.26",0%,"$1,212,097.30",Abuja,"$303,024.33"
1701,1273,2023-11-15,Nov-23,Headphones,Accessories,3,"$147,588.00",0%,"$1,212,810.50",Abuja,"$404,270.17"
1702,1590,2025-02-06,Feb-25,Laptop,Electronics,1,"$147,674.74",0%,"$1,213,523.70",Lagos,"$1,213,523.70"
1703,1507,2024-04-12,Apr-24,Bag,Accessories,4,"$147,761.48",0%,"$1,214,236.90",Abuja,"$303,559.23"
1704,1597,2024-07-18,Jul-24,Watch,Accessories,2,"$147,848.22",0%,"$1,214,950.10",Lagos,"$607,475.05"
1705,1356,2024-06-19,Jun-24,Laptop,Electronics,3,"$147,934.96",5%,"$1,215,663.30",Lagos,"$405,221.10"
1706,1302,2024-03-30,Mar-24,Bag,Accessories,2,"$148,021.70",5%,"$1,216,376.50",Port Harcourt,"$608,188.25"
1707,1561,2024-09-14,Sep-24,Watch,Accessories,2,"$148,108.44",10%,"$1,217,089.70",Abuja,"$608,544.85"
1708,1033,2023-12-28,Dec-23,Watch,Accessories,4,"$148,195.18",0%,"$1,217,802.90",Abuja,"$304,450.73"
1709,1717,2025-01-17,Jan-25,Watch,Accessories,2,"$148,281.92",10%,"$1,218,516.10",Kano,"$609,258.05"
1710,1487,2024-02-18,Feb-24,Shoes,Clothing,2,"$148,368.66",0%,"$1,219,229.30",Kano,"$609,614.65"
1711,1414,2024-04-18,Apr-24,Tv,Electronics,5,"$148,455.40",10%,"$1,219,942.50",Lagos,"$243,988.50"
1712,1524,2024-06-26,Jun-24,Shoes,Clothing,4,"$148,542.14",10%,"$1,220,655.70",Port Harcourt,"$305,163.93"
1713,1359,2024-06-20,Jun-24,Shoes,Clothing,2,"$148,628.88",10%,"$1,221,368.90",Lagos,"$610,684.45"
1714,1055,2025-03-16,Mar-25,Headphones,Accessories,5,"$148,715.62",10%,"$1,222,082.10",Kano,"$244,416.42"
1715,1624,2025-04-01,Apr-25,Shirt,Clothing,2,"$148,802.36",0%,"$1,222,795.30",Abuja,"$611,397.65"
1716,1203,2024-02-08,Feb-24,Bag,Accessories,1,"$148,889.10",10%,"$1,223,508.50",Port Harcourt,"$1,223,508.50"
1717,1367,2025-07-15,Jul-25,Laptop,Electronics,1,"$148,975.84",0%,"$1,224,221.70",Abuja,"$1,224,221.70"
1718,1138,2024-10-22,Oct-24,Bag,Accessories,4,"$149,062.58",10%,"$1,224,934.90",Abuja,"$306,233.73"
1719,1739,2023-12-25,Dec-23,Shoes,Clothing,3,"$149,149.32",5%,"$1,225,648.10",Lagos,"$408,549.37"
1720,1399,2025-08-18,Aug-25,Watch,Accessories,5,"$149,236.06",0%,"$1,226,361.30",Abuja,"$245,272.26"
1721,1753,2024-02-03,Feb-24,Headphones,Accessories,3,"$149,322.80",0%,"$1,227,074.50",Kano,"$409,024.83"
1722,1303,2024-09-08,Sep-24,Tv,Electronics,3,"$149,409.54",0%,"$1,227,787.70",Kano,"$409,262.57"
1723,1340,2025-04-17,Apr-25,Laptop,Electronics,5,"$149,496.28",0%,"$1,228,500.90",Port Harcourt,"$245,700.18"
1724,1394,2025-08-18,Aug-25,Shirt,Clothing,4,"$149,583.02",0%,"$1,229,214.10",Lagos,"$307,303.53"
1725,1605,2024-01-12,Jan-24,Shirt,Clothing,1,"$149,669.76",0%,"$1,229,927.30",Kano,"$1,229,927.30"
1726,1322,2025-04-07,Apr-25,Watch,Accessories,3,"$149,756.50",0%,"$1,230,640.50",Lagos,"$410,213.50"
1727,1187,2024-01-14,Jan-24,Bag,Accessories,5,"$149,843.24",10%,"$1,231,353.70",Abuja,"$246,270.74"
1728,1957,2025-06-13,Jun-25,Tv,Electronics,1,"$149,929.98",0%,"$1,232,066.90",Lagos,"$1,232,066.90"
1729,1422,2025-03-18,Mar-25,Phone,Electronics,1,"$150,016.72",10%,"$1,232,780.10",Abuja,"$1,232,780.10"
1730,1767,2025-03-26,Mar-25,Headphones,Accessories,2,"$150,103.46",10%,"$1,233,493.30",Lagos,"$616,746.65"
1731,1491,2024-12-15,Dec-24,Shirt,Clothing,3,"$150,190.20",0%,"$1,234,206.50",Lagos,"$411,402.17"
1732,1706,2024-03-16,Mar-24,Shirt,Clothing,1,"$150,276.94",0%,"$1,234,919.70",Port Harcourt,"$1,234,919.70"
1733,1499,2024-08-24,Aug-24,Laptop,Electronics,5,"$150,363.68",5%,"$1,235,632.90",Port Harcourt,"$247,126.58"
1734,1994,2025-04-07,Apr-25,Laptop,Electronics,4,"$150,450.42",5%,"$1,236,346.10",Lagos,"$309,086.53"
1735,1990,2024-06-03,Jun-24,Tv,Electronics,3,"$150,537.16",0%,"$1,237,059.30",Abuja,"$412,353.10"
1736,1980,2025-08-25,Aug-25,Shoes,Clothing,3,"$150,623.90",10%,"$1,237,772.50",Lagos,"$412,590.83"
1737,1238,2024-06-15,Jun-24,Phone,Electronics,1,"$150,710.64",0%,"$1,238,485.70",Lagos,"$1,238,485.70"
1738,1943,2025-01-06,Jan-25,Phone,Electronics,2,"$150,797.38",0%,"$1,239,198.90",Abuja,"$619,599.45"
1739,1392,2025-09-07,Sep-25,Tv,Electronics,3,"$150,884.12",10%,"$1,239,912.10",Port Harcourt,"$413,304.03"
1740,1001,2025-02-13,Feb-25,Tv,Electronics,5,"$150,970.86",5%,"$1,240,625.30",Abuja,"$248,125.06"
1741,1921,2024-12-10,Dec-24,Bag,Accessories,4,"$151,057.60",5%,"$1,241,338.50",Kano,"$310,334.63"
1742,1034,2024-04-11,Apr-24,Phone,Electronics,3,"$151,144.34",10%,"$1,242,051.70",Lagos,"$414,017.23"
